sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,gsep_fluence_gt10MeV,m_type2_onset_time,dh_type2_onset_time,start_fr,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end,Flag
gsep_172,psep_175,cdaw_sep_027,2000-10-26 00:40:00,2000-10-25 13:35:00,2000-10-26 03:40:00,15,lasco_3714,2000-10-25 08:43:45,2000-10-25 08:26:00,360,360,770,770,gid_soho_5665,2000-10-25 08:45:00,2000-10-25 11:25:00,160,,,C4.0,,TRUE,,15,11.82,1.39,,,968000,208000,,,15.4,2000-10-26 03:40:00,8422472,,2000-10-25 09:30:00,10000,1,P,Poor fit for CME launch time,,Fe-poor; ;p-rich; no shock passage,Behind Western Limb - SRAG-SEP; Type II Radio burst From CDAW list,2000-10-25 12:40:00,2000-10-27 06:35:00,1
gsep_173,psep_176,,2000-10-30 11:40:00,,,,,,,,,,,gid_soho_5697,2000-10-29 01:28:00,2000-10-29 01:57:00,29,-35,-25,M4.4,9209,FALSE,,,4.08,,,,531000,,,,4.35,2000-11-01 03:45:00,3516659,,,,0,P,LASCO data gap,,,,2000-10-29 23:40:00,2000-11-01 12:40:00,0
gsep_174,psep_177,cdaw_sep_028,2000-11-08 23:50:00,2000-11-08 23:35:00,2000-11-09 15:55:00,14800,lasco_3766,2000-11-08 22:42:50,2000-11-08 23:06:00,170,170,1738,1738,gid_soho_5736,2000-11-08 22:42:00,2000-11-08 23:28:00,46,77,10,M7.4,9213,FALSE,,14800,10989.65,3053.99,650.54,116,708000000,167000000,28800000,4680000,14800.0,2000-11-09 15:55:00,10493134599,2000-11-08 23:15:00,2000-11-08 23:20:00,4000,1,P,,,Fe-poor; ;p-rich; shock passage,,2000-11-08 11:50:00,2000-11-10 14:50:00,1
gsep_175,psep_178,,2000-11-24 08:00:00,,,,lasco_3848,2000-11-24 05:01:25,2000-11-24 05:30:05,360,360,1289,1289,gid_soho_5855,2000-11-24 04:55:00,2000-11-24 05:02:00,7,5,23,X2.0,9236,FALSE,,,10.19,2.6,0.94,0.43,194000,61700,24100,10500,12.1,2000-11-24 15:25:00,2320418,,2000-11-24 05:10:00,14000,0,P,,,Fe-poor; ;p-rich; no shock passage,,2000-11-23 20:00:00,2000-11-24 15:50:00,1
gsep_176,psep_179,cdaw_sep_029,2000-11-24 15:20:00,2000-11-24 15:15:00,2000-11-24 21:20:00,94,lasco_3854,2000-11-24 14:59:12,2000-11-24 15:30:00,360,360,1245,1245,gid_soho_5854,2000-11-24 14:51:00,2000-11-24 15:13:00,22,7,22,X2.3,9236,FALSE,,94,68.85,10.14,2.35,0.72,2550000,356000,95200,34700,94.0,2000-11-24 21:20:00,31282836,2000-11-24 15:07:00,2000-11-24 15:25:00,14000,1,P,,,Fe-rich; ;p-rich; ,,2000-11-24 03:20:00,2000-11-25 08:00:00,1
gsep_177,psep_180,cdaw_sep_030,2000-11-26 00:05:00,2000-11-26 01:00:00,2000-11-26 20:30:00,942,lasco_3856,2000-11-25 01:04:04,2000-11-25 01:31:58,360,360,2519,2519,gid_soho_5864,2000-11-25 00:59:00,2000-11-25 01:31:00,32,-50,7,M8.2,9240,FALSE,,942,669.89,53.88,4.52,0.63,23900000,1880000,243000,61100,942.0,2000-11-26 20:30:00,400987357,,2000-11-25 01:25:00,14000,1,P,,,,"Reported in Dierckxsens et al. (2015) with Flare Coordinates (-50, -7); Type II Radio burst From CDAW list",2000-11-25 12:05:00,2000-11-28 02:05:00,1
gsep_178,psep_181,,2001-01-21 19:20:00,,,,lasco_4050,2001-01-21 18:49:57,2001-01-20 21:30:00,360,360,1507,1507,,2001-01-20 21:06:00,2001-01-20 21:20:00,14,-46,-7,M7.7,9313,FALSE,,,3.42,1.01,0.55,,563000,222000,122000,,3.17,2001-01-22 13:50:00,3217479,,2001-01-20 21:30:00,14000,0,P,,,,Type II Radio burst From CDAW list,2001-01-21 07:20:00,2001-01-23 20:40:00,0
gsep_179,psep_182,cdaw_sep_031,2001-01-28 20:25:00,2001-01-28 17:15:00,2001-01-29 06:55:00,49,lasco_4078,2001-01-28 15:51:33,2001-01-28 15:54:00,360,360,916,916,gid_soho_6308,2001-01-28 15:40:00,2001-01-28 16:00:00,20,59,-4,M1.5,9313,TRUE,,49,36.73,4.5,1.02,0.45,2360000,377000,140000,66800,48.9,2001-01-29 06:55:00,32030673,,2001-01-28 15:45:00,14000,1,P,,,Fe-rich; ;p-rich; ,CME and Flare location verified by SRAG-SEP List,2001-01-28 08:25:00,2001-01-30 10:25:00,1
gsep_179_1,,,2001-02-26 09:00:00,,,,,,2001-02-26 05:30:00,152,,851,,,2001-02-26 05:14:00,2001-02-26 07:41:00,147,90,-4,C1.6,9354,FALSE,,,,,,,,,,,2.15,2001-02-26 19:30:00,581536,,,,0,P,,,,Flare data from LMSAL-HEK,2001-02-25 21:00:00,2001-02-27 01:50:00,0
gsep_180,psep_183,,2001-03-26 18:45:00,,,,,,2001-03-26 13:50:00,55,360,541,677,,2001-03-26 13:03:00,2001-03-26 13:26:00,23,-27,15,M2.2,9393,FALSE,,,5.96,,,,248000,,,,6.61,2001-03-27 17:45:00,2182514,,,,0,P,,,,Probable ESP - SRAG-SEP,2001-03-26 06:45:00,2001-03-28 00:05:00,0
gsep_181,psep_184,cdaw_sep_032,2001-03-29 16:35:00,2001-03-29 12:15:00,2001-03-30 06:10:00,35,lasco_4323,2001-03-29 09:40:18,2001-03-29 10:26:00,360,360,942,942,gid_soho_6563,2001-03-29 09:57:00,2001-03-29 10:15:00,18,19,20,X1.7,9393,FALSE,,35,26.65,3.17,0.83,,2750000,357000,121000,,35.4,2001-03-30 06:10:00,41077329,2001-03-29 10:03:00,2001-03-29 10:12:00,4000,1,P,,,Fe-rich; ;p-rich; ,Updated AR from SRAG-SEP,2001-03-29 04:35:00,2001-03-31 15:00:00,1
gsep_182,psep_185,,2001-04-02 11:20:00,,,,lasco_4346,2001-04-02 10:58:38,2001-04-02 11:26:05,80,50,992,992,gid_soho_6607,2001-04-02 10:58:00,2001-04-02 11:36:00,38,62,17,X1.1,9393,TRUE,,,832.63,128.45,14.51,2.18,39300000,5150000,823000,213000,4.16,2001-04-02 19:05:00,1302678,,2001-04-02 11:30:00,14000,0,P,,,Fe-rich; ;p-rich; ,Updated AR from SRAG-SEP; PSEP records the peak flux including the peak of the next event; Type II Radio burst From CDAW list,2001-04-01 23:20:00,2001-04-02 23:00:00,0
gsep_183,psep_186,cdaw_sep_033,2001-04-02 23:40:00,2001-04-02 23:10:00,2001-04-03 07:45:00,1110,lasco_4349,2001-04-02 21:38:38,2001-04-02 22:06:00,244,100,2505,2505,gid_soho_6605,2001-04-02 21:32:00,2001-04-02 21:51:00,19,78,17,X20,9393,FALSE,,1110,832.63,128.45,14.51,2.18,38100000,4890000,703000,150000,1110.0,2001-04-03 07:45:00,617818700,2001-04-02 21:52:00,2001-04-02 22:05:00,14000,1,P,,,Fe-rich; ;p-rich; ,,2001-04-02 11:40:00,2001-04-05 13:45:00,1
gsep_184,psep_187,,2001-04-09 16:05:00,,,,lasco_4378,2001-04-09 15:22:17,2001-04-09 15:54:02,360,360,1192,1192,gid_soho_6643,2001-04-09 15:20:00,2001-04-09 15:34:00,14,4,-21,M7.9,9415,FALSE,,,5.99,2.37,1.06,0.55,252000,99900,43600,19600,5.89,2001-04-09 23:35:00,2643888,,2001-04-09 15:53:00,12000,0,P,,,Fe-rich; ;p-rich; ,Type II Radio burst From CDAW list,2001-04-09 04:05:00,2001-04-10 07:45:00,0
gsep_185,psep_188,cdaw_sep_034,2001-04-10 08:50:00,2001-04-10 08:15:00,2001-04-11 20:55:00,118,lasco_4382,2001-04-10 05:16:50,2001-04-10 05:30:00,360,360,2411,2411,gid_soho_6649,2001-04-10 05:06:00,2001-04-10 05:26:00,20,9,-23,X2.3,9415,FALSE,,355,249.42,9.3,1.44,,13700000,1040000,160000,,355.0,2001-04-11 20:55:00,233110573,2001-04-10 05:13:00,2001-04-10 05:24:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2001-04-09 20:50:00,2001-04-12 11:00:00,1
gsep_186,psep_189,cdaw_sep_035,2001-04-12 11:20:00,2001-04-12 11:40:00,2001-04-12 18:00:00,51,lasco_4389,2001-04-12 10:01:05,2001-04-12 10:31:00,360,360,1184,1184,gid_soho_6664,2001-04-12 09:39:00,2001-04-12 10:28:00,49,43,-19,X2.0,9415,FALSE,,51,41.31,10.31,2.68,0.86,2430000,526000,176000,72800,50.5,2001-04-12 18:00:00,25368863,2001-04-12 10:18:00,2001-04-12 10:20:00,14000,1,P,,,Fe-rich; ;p-rich; ,,2001-04-11 23:20:00,2001-04-13 06:00:00,1
gsep_187,psep_190,cdaw_sep_036,2001-04-15 14:10:00,2001-04-15 14:00:00,2001-04-15 19:20:00,951,lasco_4404,2001-04-15 13:22:23,2001-04-15 14:06:00,167,167,1199,1199,gid_soho_6673,2001-04-15 13:19:00,2001-04-15 13:50:00,31,85,-20,X14.4,9415,FALSE,,951,825.07,379.93,200.66,105.45,36100000,9790000,3720000,1560000,951.0,2001-04-15 19:20:00,491740052,2001-04-15 13:48:00,2001-04-15 14:05:00,14000,1,P,,,Fe-rich; ;p-rich; ,,2001-04-15 02:10:00,2001-04-16 23:50:00,1
gsep_188,psep_191,cdaw_sep_037,2001-04-18 03:15:00,2001-04-18 03:00:00,2001-04-18 10:45:00,321,lasco_4410,2001-04-18 02:06:24,2001-04-18 02:30:00,360,360,2465,2465,gid_soho_6694,2001-04-18 02:11:00,2001-04-18 02:14:00,3,115,-20,C2.2,9415,FALSE,,321,257.46,63.03,19.3,7.32,11500000,2560000,766000,277000,321.0,2001-04-18 10:45:00,171161885,2001-04-18 02:17:00,,,1,P,,,Fe-rich; ;p-rich; ,AR verified by SRAG-SEP List,2001-04-17 15:15:00,2001-04-19 12:05:00,1
gsep_189,psep_192,cdaw_sep_038,2001-04-28 04:30:00,2001-04-27 01:05:00,2001-04-28 05:00:00,8,lasco_4445,2001-04-26 11:40:06,2001-04-26 12:30:00,360,360,1006,1006,gid_soho_6757,2001-04-26 11:26:00,2001-04-26 13:12:00,106,31,17,M7.8,9433,FALSE,,57,43.12,,,,479000,,,,57.5,2001-04-28 05:00:00,2303020,2001-04-26 13:35:00,2001-04-26 12:40:00,5000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,CME Speed as in SRAG-SEP,2001-04-27 16:30:00,2001-04-28 15:25:00,1
gsep_190,psep_193,cdaw_sep_039,2001-05-07 19:15:00,2001-05-07 14:00:00,2001-05-08 07:55:00,30,lasco_4490,2001-05-07 11:44:43,2001-05-07 12:06:00,205,286,1223,1223,,,,,,,,,TRUE,,30,21.71,1.61,0.67,,1700000,280000,141000,,30.0,2001-05-08 07:55:00,21706240,,,,1,P,,,Fe-rich; ;p-rich; ,,2001-05-07 07:15:00,2001-05-09 07:20:00,1
gsep_191,psep_194,,2001-05-20 06:55:00,,,,lasco_4544,2001-05-20 05:17:57,2001-05-20 06:26:05,179,179,546,546,gid_soho_6895,2001-05-20 06:00:00,2001-05-20 06:03:00,3,94,-17,M6.4,9455,TRUE,,,8.4,2.92,1.25,0.57,433000,170000,75700,35900,9.16,2001-05-20 14:10:00,3948646,,,,0,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,2001-05-19 18:55:00,2001-05-21 06:55:00,0
gsep_192,psep_195,cdaw_sep_040,2001-06-15 17:50:00,2001-06-15 16:25:00,2001-06-16 00:05:00,27,lasco_4663,2001-06-15 15:17:53,2001-06-15 15:56:00,360,360,1701,1701,gid_soho_7067,2001-06-15 16:15:00,,,115,-8,,9494,FALSE,,27,20.2,3.67,0.96,0.7,1610000,308000,138000,71800,26.8,2001-06-16 00:05:00,18710182,2001-06-15 15:33:00,,,1,P,,,Fe-poor; ;p-rich; no shock passage,,2001-06-15 05:50:00,2001-06-17 01:25:00,1
gsep_193,psep_196,cdaw_sep_041,2001-08-10 10:20:00,2001-08-09 19:30:00,2001-08-10 11:55:00,17,lasco_4811,2001-08-09 09:57:07,2001-08-09 10:30:00,175,285,479,479,gid_soho_7331,2001-08-09 10:57:00,2001-08-09 11:22:00,25,14,11,C3.7,,TRUE,,17,13.29,1.26,,,621000,152000,,,17.0,2001-08-10 11:55:00,4668990,,,,1,P,,,,Filament Eruption - SRAG-SEP,2001-08-09 22:20:00,2001-08-11 03:05:00,1
gsep_194,psep_197,cdaw_sep_042,2001-08-16 01:35:00,2001-08-16 00:45:00,2001-08-16 03:55:00,493,lasco_4839,2001-08-15 23:30:09,2001-08-15 23:54:00,360,180,1575,1575,,,,,180,-20,,9557,FALSE,,493,523.8,218.88,52.64,11.25,21200000,6390000,1780000,563000,493.0,2001-08-16 03:55:00,243627871,,,,1,P,,,Fe-poor; ;p-rich; shock passage,Behind Western Limb - SRAG-SEP,2001-08-15 13:35:00,2001-08-17 18:00:00,1
gsep_195,psep_198,cdaw_sep_043,2001-09-15 14:35:00,2001-09-15 12:05:00,2001-09-15 14:55:00,12,lasco_5007,2001-09-15 10:17:54,2001-09-15 11:54:00,130,248,478,478,gid_soho_7656,2001-09-15 11:04:00,2001-09-15 11:28:00,24,49,-21,M1.5,9608,FALSE,,12,9.49,1.49,0.67,,329000,111000,59200,,11.6,2001-09-15 14:55:00,2390124,2001-09-15 11:29:00,2001-09-15 11:50:00,14000,1,P,,,,,2001-09-15 02:35:00,2001-09-16 00:10:00,1
gsep_196,psep_199,cdaw_sep_044,2001-09-24 12:15:00,2001-09-24 11:40:00,2001-09-25 22:35:00,1820,lasco_5059,2001-09-24 10:16:13,2001-09-24 10:30:00,360,360,2402,2402,gid_soho_7751,2001-09-24 09:32:00,2001-09-24 10:38:00,66,-23,-16,X2.6,9632,TRUE,,12900,9235.54,776.03,70.5,10.56,436000000,58600000,6780000,928000,12900.0,2001-09-25 22:35:00,7180704776,,2001-09-24 10:45:00,7000,1,P,,,Fe-poor; ;p-rich; shock passage,Type II Radio burst From CDAW list,2001-09-24 00:15:00,2001-09-27 22:35:00,1
gsep_197,psep_200,cdaw_sep_045,2001-10-01 13:20:00,2001-10-01 12:15:00,2001-10-02 08:10:00,2360,lasco_5098,2001-10-01 05:20:48,2001-10-01 05:30:00,360,360,1405,1405,gid_soho_7794,2001-10-01 04:41:00,2001-10-01 05:15:00,34,79,-17,M9.1,9628,TRUE,,2360,1602.2,101.93,3.21,,54300000,4240000,423000,,2360.0,2001-10-02 08:10:00,908976103,,2001-10-01 07:00:00,1000,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List; Type II Radio burst From CDAW list,2001-10-01 01:20:00,2001-10-03 15:20:00,1
gsep_198,psep_201,,2001-10-09 17:00:00,,,,lasco_5138,2001-10-09 10:29:10,2001-10-09 11:30:05,360,360,973,973,gid_soho_7844,2001-10-09 10:46:00,2001-10-09 11:13:00,27,-8,-28,M1.4,9653,FALSE,,,5.01,,,,686000,,,,5.4,2001-10-10 08:50:00,3292486,,2001-10-09 11:15:00,8000,0,P,,,,Type II Radio burst From CDAW list,2001-10-09 05:00:00,2001-10-10 17:30:00,0
gsep_199,psep_202,,2001-10-19 01:55:00,,,,lasco_5178,2001-10-19 00:05:18,2001-10-19 01:27:17,360,360,558,558,gid_soho_7927,2001-10-19 00:47:00,2001-10-19 01:05:00,18,18,16,X1.6,9661,FALSE,,,6.17,1.81,0.74,,239000,75500,31900,,6.65,2001-10-19 06:45:00,2824801,,2001-10-19 01:15:00,14000,0,P,,,,Type II Radio burst From CDAW list,2001-10-18 13:55:00,2001-10-19 17:35:00,0
gsep_200,psep_203,cdaw_sep_046,2001-10-19 19:35:00,2001-10-19 18:00:00,2001-10-19 22:30:00,12,lasco_5182,2001-10-19 16:07:57,2001-10-19 16:50:00,360,360,901,901,gid_soho_7917,2001-10-19 16:13:00,2001-10-19 16:30:00,17,29,15,X1.6,9661,FALSE,,12,9.53,2.42,0.78,,833000,235000,111000,,11.7,2001-10-19 22:30:00,6770007,2001-10-19 16:24:00,2001-10-19 16:45:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2001-10-19 07:35:00,2001-10-20 18:25:00,1
gsep_201,psep_204,cdaw_sep_047,2001-10-22 19:10:00,2001-10-22 16:45:00,2001-10-22 21:30:00,24,lasco_5194,2001-10-22 14:39:25,2001-10-22 15:06:00,360,360,1336,1336,gid_soho_7950,2001-10-22 14:27:00,2001-10-22 15:08:00,41,-18,-21,M6.7,9672,FALSE,,24,20.59,4.57,1.61,0.73,1520000,548000,243000,115000,24.2,2001-10-22 21:30:00,5765061,2001-10-22 14:53:00,2001-10-22 15:15:00,8000,1,P,,,Fe-rich; ;p-rich; ,Reported in Dierckxsens et al. (2015),2001-10-22 07:10:00,2001-10-23 05:05:00,1
gsep_201_1,,,2001-10-28 03:00:00,,,,,,,,,,,,2001-10-28 02:30:00,2001-10-28 02:44:00,14,-40,12,C5.9,,TRUE,,,,,,,,,,,2.87,2001-10-28 07:20:00,469716,,,,0,P,,,,Flare data from LMSAL-HEK,2001-10-27 15:00:00,2001-10-28 14:00:00,0
gsep_202,psep_205,cdaw_sep_048,2001-11-04 17:05:00,2001-11-04 16:40:00,2001-11-06 02:15:00,31700,lasco_5268,2001-11-04 16:05:25,2001-11-04 16:35:00,360,360,1810,1810,gid_soho_8088,2001-11-04 16:03:00,2001-11-04 16:20:00,17,18,6,X1.0,9684,FALSE,,31700,23895.46,4253.31,596.06,86.64,914000000,166000000,21000000,3050000,39900.0,2001-11-06 02:15:00,12345664808,2001-11-04 16:10:00,2001-11-04 16:30:00,14000,1,S,,,Fe-poor; ;p-rich; shock passage,,2001-11-04 05:05:00,2001-11-07 07:05:00,1
gsep_203,psep_206,cdaw_sep_049,2001-11-19 12:30:00,2001-11-17 08:50:00,2001-11-20 00:10:00,34,lasco_5296,2001-11-17 04:40:28,2001-11-17 05:30:00,360,360,1379,1379,gid_soho_8223,2001-11-17 04:49:00,2001-11-17 05:25:00,36,-42,-13,M2.8,9704,FALSE,,34,22.83,,,,2370000,,,,34.5,2001-11-20 00:10:00,21698440,2001-11-17 05:00:00,2001-11-17 05:35:00,11000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2001-11-19 00:30:00,2001-11-21 00:00:00,1
gsep_204,,cdaw_sep_050,2001-11-22 23:20:00,2001-11-22 21:15:00,2001-11-23 00:55:00,25,lasco_5318,2001-11-22 20:07:53,2001-11-22 20:30:00,360,,1443,,gid_soho_8259,2001-11-22 20:18:00,2001-11-22 20:36:00,18,67,-25,M3.7,9704,FALSE,,25,,,,,,,,,24.8,2001-11-23 00:55:00,1253118,2001-11-22 20:22:00,2001-11-22 20:50:00,8000,1,P,,,,,2001-11-22 11:20:00,2001-11-23 01:00:00,1
gsep_205,psep_207,cdaw_sep_051,2001-11-23 01:05:00,2001-11-23 01:05:00,2001-11-23 14:00:00,4800,lasco_5319,2001-11-22 22:48:55,2001-11-22 23:30:00,360,360,1443,1443,gid_soho_8260,2001-11-22 22:32:00,2001-11-22 23:30:00,58,34,-15,M9.9,9704,FALSE,,4800,13285.65,633.44,26.25,1.84,457000000,37500000,2260000,292000,21400.0,2001-11-24 05:55:00,5515515402,2001-11-22 22:31:00,2001-11-22 22:40:00,14000,1,S,,,,Flare location verified by SRAG-SEP List,2001-11-22 13:05:00,2001-11-25 00:00:00,1
gsep_206,psep_208,,2001-12-11 16:15:00,,,,lasco_5391,2001-12-11 09:36:59,2001-12-11 09:54:07,121,121,891,891,gid_soho_8434,2001-12-11 07:58:00,2001-12-11 08:08:00,10,-41,16,X2.8,9733,FALSE,,,2.42,,,,214000,,,,1.8,2001-12-12 10:40:00,630444,,,,0,P,,,,,2001-12-11 04:15:00,2001-12-12 16:45:00,0
gsep_207,psep_209,cdaw_sep_052,2001-12-26 06:05:00,2001-12-26 05:50:00,2001-12-26 11:15:00,780,lasco_5457,2001-12-26 04:57:59,2001-12-26 05:30:00,212,212,1446,1446,gid_soho_8531,2001-12-26 04:32:00,2001-12-26 05:40:00,68,54,8,M7.1,9742,FALSE,,780,615.04,258.42,78.27,22.36,23100000,4800000,1170000,329000,780.0,2001-12-26 11:15:00,336965971,2001-12-26 05:02:00,2001-12-26 05:20:00,14000,1,P,,,Fe-rich; ;p-rich; ,,2001-12-25 18:05:00,2001-12-27 15:35:00,1
gsep_208,psep_210,cdaw_sep_053,2001-12-29 05:10:00,2001-12-29 01:50:00,2001-12-29 08:15:00,76,lasco_5470,2001-12-28 20:01:36,2001-12-28 20:30:00,360,120,2216,2216,gid_soho_8552,2001-12-28 20:02:00,2001-12-28 20:45:00,43,-100,-23,X3.4,9767,FALSE,,76,54.9,3.44,,,1840000,237000,,,76.2,2001-12-29 08:15:00,19082310,2001-12-29 19:59:00,2001-12-28 20:35:00,14000,1,P,,,,Probable ESP - SRAG-SEP; Type II Radio burst From CDAW list,2001-12-28 17:10:00,2001-12-30 00:40:00,1
gsep_209,psep_211,cdaw_sep_054,2001-12-30 21:20:00,2001-12-30 21:25:00,2001-12-31 16:20:00,108,,,,,,,,,2001-12-30 13:36:00,2001-12-30 13:48:00,12,43,3,C3.2,9751,FALSE,,108,75.92,4.52,0.87,,14700000,1160000,397000,,108.0,2001-12-31 16:20:00,211142170,,,,1,P,,,,Flare data from LMSAL-HEK; Probable ESP - SRAG-SEP,2001-12-30 09:20:00,2002-01-03 20:45:00,1
gsep_210,psep_212,cdaw_sep_055,2002-01-10 20:45:00,2002-01-10 08:40:00,2002-01-11 05:30:00,92,lasco_5502,2002-01-08 17:41:12,2002-01-08 17:54:00,360, ,1794, ,gid_soho_8635,2002-01-08 17:14:00,2002-01-08 20:25:00,51,-90,,C9.6,,TRUE,,92,65.11,2.71,,,6800000,494000,,,91.8,2002-01-11 05:30:00,101101214,,,,1,P,,,,Filament Eruption - SRAG-SEP,2002-01-10 08:45:00,2002-01-13 12:20:00,1
gsep_211,psep_213,cdaw_sep_056,2002-01-15 14:35:00,2002-01-15 05:35:00,2002-01-15 20:00:00,15,lasco_5528,2002-01-14 05:25:35,2002-01-14 05:35:00,360,360,1492,1492,gid_soho_8669,2002-01-14 05:29:00,2002-01-14 06:27:00,58,116,-18,M4.4,9767,FALSE,,15,12.22,1.81,,,2270000,411000,,,15.4,2002-01-15 20:00:00,13803831,2002-01-14 06:08:00,2002-01-14 06:25:00,12000,1,P,Poor fit for CME launch time,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,2002-01-15 02:35:00,2002-01-16 19:00:00,1
gsep_212,psep_214,,2002-01-27 13:55:00,,,,lasco_5572,2002-01-27 11:57:52,2002-01-27 12:30:05,360,360,1136,1136,,,,,113,21,,9795,FALSE,,,7.6,1.79,0.65,,224000,72200,35400,,9.02,2002-01-27 17:10:00,1864002,,,,0,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List; Behind Western Limb,2002-01-27 01:55:00,2002-01-28 00:05:00,0
gsep_213,,cdaw_sep_057,2002-02-20 07:30:00,2002-02-20 06:45:00,2002-02-20 07:55:00,13,lasco_5639,2002-02-20 05:44:57,2002-02-20 06:30:00,360,360,952,952,gid_soho_8904,2002-02-20 05:52:00,2002-02-20 06:12:00,20,72,12,M5.1,9825,FALSE,,13,,,,,,,,,13.5,2002-02-20 07:55:00,898973,2002-02-20 06:15:00,,,1,P,,,,Flare location verified by SRAG-SEP List,2002-02-19 19:30:00,2002-02-20 10:55:00,1
gsep_214,psep_215,cdaw_sep_058,2002-03-17 08:20:00,2002-03-16 08:25:00,2002-03-17 08:50:00,13,lasco_5760,2002-03-15 22:10:55,2002-03-15 23:06:00,360,360,957,957,gid_soho_9055,2002-03-15 22:09:00,2002-03-15 23:10:00,61,3,-8,M2.2,9866,FALSE,,13,38.94,2.41,0.78,,3170000,382000,176000,,13.4,2002-03-17 08:50:00,5427579,,2002-03-15 22:45:00,14000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,2002-03-16 20:20:00,2002-03-18 06:35:00,1
gsep_215,,cdaw_sep_059,2002-03-18 06:45:00,2002-03-18 06:45:00,2002-03-19 06:50:00,53,lasco_5777,2002-03-18 02:21:07,2002-03-18 02:54:00,360,360,989,989,gid_soho_9075,2002-03-18 02:16:00,2002-03-18 02:31:00,15,30,-10,M1.0,9866,FALSE,,53,,,,,,,,,53.1,2002-03-19 06:50:00,38202169,,2002-03-18 02:55:00,14000,1,P,,,,Type II Radio burst From CDAW list,2002-03-17 18:45:00,2002-03-20 12:45:00,1
gsep_216,psep_216,cdaw_sep_060,2002-03-20 15:10:00,2002-03-20 13:20:00,2002-03-20 15:25:00,20,,,,,,,,,,,,,,,,TRUE,,20,15.45,,,,498000,,,,19.8,2002-03-20 15:25:00,3742919,,,,1,P,,,,Flare location removed in SRAG-SEP List; Probable ESP - SRAG-SEP,2002-03-20 03:10:00,2002-03-21 05:25:00,1
gsep_217,psep_217,cdaw_sep_061,2002-03-22 20:20:00,2002-03-22 13:50:00,2002-03-23 13:20:00,16,lasco_5802,2002-03-22 10:45:25,2002-03-22 11:06:00,360,130,1750,1750,gid_soho_9096,2002-03-22 10:12:00,2002-03-22 11:14:00,62,92,-9,M1.6,9866,FALSE,,16,12.21,,,,942000,,,,16.2,2002-03-23 13:20:00,10569545,2002-03-22 10:47:00,2002-03-22 11:30:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List; Halo-CME,2002-03-22 08:20:00,2002-03-24 07:15:00,1
gsep_218,psep_218,cdaw_sep_062,2002-04-17 15:30:00,2002-04-17 11:35:00,2002-04-17 15:40:00,24,lasco_5955,2002-04-17 07:50:32,2002-04-17 08:26:00,360,360,1240,1240,gid_soho_9312,2002-04-17 07:46:00,2002-04-17 08:24:00,38,34,-14,M2.6,9906,FALSE,,24,18.58,1.67,0.64,,1060000,239000,127000,,24.1,2002-04-17 15:40:00,7952477,2002-04-17 08:08:00,2002-04-17 08:30:00,5000,1,P,,,Fe-poor; ;p-rich; shock passage,,2002-04-17 03:30:00,2002-04-18 12:10:00,1
gsep_218_1,,,2002-04-19 05:00:00,,,,,,,,,,,,2002-04-18 22:56:00,2002-04-18 23:00:00,4,55,-13,,9906,FALSE,,,,,,,,,,,5.96,2002-04-19 08:35:00,2063231,,,,0,P,,,,Flare data from NOAA-NDGC,2002-04-18 17:00:00,2002-04-20 00:00:00,0
gsep_219,psep_219,cdaw_sep_063,2002-04-21 02:25:00,2002-04-21 01:45:00,2002-04-21 23:20:00,2520,lasco_5977,2002-04-21 01:11:52,2002-04-21 01:27:00,360,360,2393,2393,gid_soho_9343,2002-04-21 00:43:00,2002-04-21 01:51:00,68,84,-14,X1.5,9906,FALSE,,2520,1822.47,406.24,57,7.59,177000000,33600000,4400000,648000,2520.0,2002-04-21 23:20:00,2716682445,2002-04-21 01:19:00,2002-04-21 01:30:00,10000,1,P,,,Fe-poor; ;p-rich; shock passage,,2002-04-20 14:25:00,2002-04-23 16:10:00,1
